jobid,title,employer,location,salary,description,tags,url,date,weeknum,equity,currency,salary_low,salary_high,country,state,city
116682,iOS Engineer-  Senior,YouVisit LLC,"New York, NY",,"YouVisit is one of the fastest growing virtual reality technology companies in NYC, offering the only…","[""oop"",""model-view-controller"",""php"",""git"",""javascript""]",/jobs/116682/ios-engineer-senior-youvisit-llc,2016-06-20,25,False,,0,0,US,NY,New York
111913,"Podcast-loving product managers, come shape the future of audio",Panoply from Slate Magazine,"Washington, DC",,"Slate Magazine helped pioneer podcasting back in 2005, but in the last 10 years, the technology powering…","[""product-management"",""ad-management"",""audio"",""content-management-system"",""mp3""]",/jobs/111913/podcast-loving-product-managers-come-shape-the-panoply-from-slate-magazine,2016-06-20,25,False,,0,0,US,DC,Washington
116574,Front End Web Developer,Center for International Development at Harvard University,"Cambridge, MA",,"Cambridge, MA
 Do you want to work on products that help make the world a better place?
 Would you…","[""d3.js"",""javascript"",""ember.js"",""frontend"",""html""]",/jobs/116574/front-end-web-developer-center-for-international,2016-06-20,25,False,,0,0,US,MA,Cambridge
94818,ThoughtWorks - Technical Principal,ThoughtWorks,"London, UK",,ThoughtWorks is synonymous with innovation. We’re a diverse community of bright and passionate…,"[""java"",""architecture"",""lead"",""ruby"",""python""]",/jobs/94818/thoughtworks-technical-principal-thoughtworks,2016-06-20,25,False,,0,0,UK,,London
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
116601,Quality Assurance Engineer,Centralway,"Zürich, Switzerland",,"Responsibilities
As a Quality Assurance Engineer, you will conduct both functional and non-functional…","[""qa"",""mobile"",""android"",""ios"",""testing""]",/jobs/116601/quality-assurance-engineer-centralway,2016-06-20,25,False,,0,0,Switzerland,,Zürich
116600,User Interface Designer,Centralway,"Zürich, Switzerland",,"Responsibilities
Your responsibility will be to shape the visual language of our products and to…","[""mobile"",""android"",""ios"",""user-interface"",""user-experience""]",/jobs/116600/user-interface-designer-centralway,2016-06-20,25,False,,0,0,Switzerland,,Zürich
114181,"Data Scientist (deep learning, machine learning)","Yewno, Inc.","Redwood City, CA",Provides Equity,"Creating, designing and implementing the next generation of knowledge discovery tools and big data…","[""hadoop"",""apache-spark"",""deep-learning"",""machine-learning"",""neural-network""]",/jobs/114181/data-scientist-deep-learning-machine-learning-yewno-inc,2016-06-20,25,True,,0,0,US,CA,Redwood City
116582,DevOps Engineer,Open Garden,"San Francisco, CA","$100,000 - 170,000",Our mobile peer-to-peer mesh networks depend on several essential backend services for account…,"[""ruby"",""ruby-on-rails"",""shell"",""amazon-web-services"",""mysql""]",/jobs/116582/devops-engineer-open-garden,2016-06-20,25,False,$,"100,000","170,000",US,CA,San Francisco
109399,Senior Front-End Web Developer,Markit On Demand,"Boulder, CO",,We are currently seeking experienced Web Developers who are ready to lead and mentor a small team of…,"[""html"",""css"",""javascript"",""c#""]",/jobs/109399/senior-front-end-web-developer-markit-on-demand,2016-06-20,25,False,,0,0,US,CO,Boulder
118794,Senior Ruby on Rails Developer,Wishpond,"Vancouver, BC, Canada",,We are seeking a full-time Senior Ruby on Rails web developer to join our fast-growing team. The…,"[""ruby-on-rails"",""javascript"",""angularjs""]",/jobs/118794/senior-ruby-on-rails-developer-wishpond,2016-06-20,25,False,,0,0,Canada,BC,Vancouver
116651,Senior Software Engineer,Apple,"Santa Clara, CA",,This is your chance to join a great team with a passion for doing things right and making an impact. We…,[],/jobs/116651/senior-software-engineer-apple,2016-06-20,25,False,,0,0,US,CA,Santa Clara
101328,"ASP.Net Developer Wanted To Join Fun, Growing Company",BlueSwitch,"New York, NY",,Looking for a mid-level developer familiar with ASP.Net 4+ with MVC and Webforms to begin work on…,"[""asp.net"",""sql"",""entity-framework""]",/jobs/101328/aspnet-developer-wanted-to-join-fun-growing-blueswitch,2016-06-20,25,False,,0,0,US,NY,New York
116654,iCloud Software Engineer - San Francisco,Apple,"San Francisco, CA",,Join iCloud's CloudKit server engineering team to work on iCloud Photo Library and iCloud Photo Sharing.…,[],/jobs/116654/icloud-software-engineer-san-francisco-apple,2016-06-20,25,False,,0,0,US,CA,San Francisco
116653,iCloud Software Engineer - Seattle,Apple,"Seattle, WA",,"Imagine what you could do here. At Apple, great ideas have a way of becoming great products, services,…",[],/jobs/116653/icloud-software-engineer-seattle-apple,2016-06-20,25,False,,0,0,US,WA,Seattle
107013,Senior Developer SandaS  - Innovation to Improve your Business,Telefonica Innovation,"Madrid, Spain",,"ElevenPaths, radical and disruptive innovation in security.
At ElevenPaths we have our own way of…","[""rest"",""soap"",""java"",""mongodb"",""apache-spark""]",/jobs/107013/senior-developer-sandas-innovation-to-improve-telefonica-innovation,2016-06-20,25,False,,0,0,Spain,,Madrid
116652,Senior Engineer - iOS Accessories,Apple,"Santa Clara, CA",, Hello! We are looking for a software engineer to join our iOS Accessories Quality team - a community of…,[],/jobs/116652/senior-engineer-ios-accessories-apple,2016-06-20,25,False,,0,0,US,CA,Santa Clara
82104,"JavaScript Developer - Full Time, Remote  (US or Canada)",Bitovi,"Chicago, IL",,"This is a remote, full-time position.  Due to travel requirements, at this time we are seeking…","[""javascript"",""canjs"",""stealjs"",""frontend"",""architecture""]",/jobs/82104/javascript-developer-full-time-remote-us-or-bitovi,2016-06-20,25,False,,0,0,US,IL,Chicago
111878,"iOS Developer - Sky Technology, Leeds",British Sky Broadcasting,"Leeds, UK",,"If you are an iOS Developer looking for an opportunity to work with a highly successful, well…","[""tdd"",""ios"",""agile""]",/jobs/111878/ios-developer-sky-technology-leeds-british-sky-broadcasting,2016-06-20,25,False,,0,0,UK,,Leeds
116642,Data Engineer,Mass Mutual Financial Group,"Boston, MA",,We are seeking an exceptional data engineer to build and maintain big data infrastructure. This…,"[""python"",""apache-spark"",""amazon-web-services"",""pyspark"",""ansible""]",/jobs/116642/data-engineer-mass-mutual-financial-group,2016-06-20,25,False,,0,0,US,MA,Boston
118823,Senior / Lead Developer,MEMORIA GmbH,"Berlin, Germany",,Du hast bereits umfangreiche Erfahrung in agilen Entwicklungsteams und der Anwendungsentwicklung mit…,"[""php"",""javascript"",""reactjs"",""node.js"",""express""]",/jobs/118823/senior-lead-developer-memoria-gmbh,2016-06-20,25,False,,0,0,Germany,,Berlin
114251,ASP.Net Web Application Developer,West Virginia University Health Sciences Center,"Morgantown, WV","$67,989 - 76,857",This is the senior level developer for the WVU Health Sciences Center's custom software applications.…,"[""c#"","".net"",""asp.net-mvc"",""sql-server""]",/jobs/114251/aspnet-web-application-developer-west-virginia-university,2016-06-20,25,False,$,"67,989","76,857",US,WV,Morgantown
114250,Senior Software Engineer / Team Leader,CodiLime Sp. z o.o.,"Warszawa, Poland",,"Responsibilities:


providing the team with a clear vision of project objectives and tasks,
team…","[""java"",""python"",""scala"",""c++"",""leader""]",/jobs/114250/senior-software-engineer-team-leader-codilime-sp-z-oo,2016-06-20,25,False,,0,0,Poland,,Warszawa
114248,Product Owner (Junior) Agile – eCommerce,Travel Republic,"London, UK","£35,000 - 50,000","Product Owner (Junior) Agile Product Manager. Travel Republic a leading, global eCommerce travel booking…","[""e-commerce"",""agile"",""scrum"",""user"",""product""]",/jobs/114248/product-owner-junior-agile-ecommerce-travel-republic,2016-06-20,25,False,£,"35,000","50,000",UK,,London
111872,Software Development job opportunities in Ericsson Hungary Research &…,Ericsson,"Budapest, Hungary",,Req ID: 126218        What does your future look like?          We are on the brink of the Networked…,"[""java"",""c++"",""mobile"",""ip""]",/jobs/111872/software-development-job-opportunities-in-ericsson,2016-06-20,25,False,,0,0,Hungary,,Budapest
114246,Linux Systems Architect,The D. E. Shaw Group,"New York, NY",,The D. E. Shaw group seeks a Linux Engineer to join its IT team. This individual will be responsible for…,"[""linux"",""linux-kernel"",""python"",""perl"",""sysadmin""]",/jobs/114246/linux-systems-architect-the-d-e-shaw-group,2016-06-20,25,False,,0,0,US,NY,New York
114245,Windows Systems Architect,The D. E. Shaw Group,"New York, NY",,The D. E. Shaw group seeks a Windows Systems Architect to join its IT team. This individual will be…,"[""powershell"",""c#"",""windows"",""linux"",""sysadmin""]",/jobs/114245/windows-systems-architect-the-d-e-shaw-group,2016-06-20,25,False,,0,0,US,NY,New York
114244,iOS Developer – Travel eCommerce,Travel Republic,"London, UK","£55,000 - 70,000","iOS Developer (Objective-C Agile Web Services). Travel Republic a leading, global eCommerce travel…","[""ios"",""objective-c"",""web-services"",""iphone"",""continuous-integration""]",/jobs/114244/ios-developer-travel-ecommerce-travel-republic,2016-06-20,25,False,£,"55,000","70,000",UK,,London
116646,Dev Ops (Contract),Frame 25,"London, UK",,"We are recruiting for  a Dev-Op contract role  for a broadcast client in Central London. 
This role…","[""puppet"",""terraform"",""docker""]",/jobs/116646/dev-ops-contract-frame-25,2016-06-20,25,False,,0,0,UK,,London
103742,Experienced Ruby on Rails Developer,Subtext Media,"Hartford, VT",,"We're looking for an experienced Ruby on Rails Developer to join our scrum team of multiple developers,…","[""ruby-on-rails"",""sql"",""semantic-web"",""rest"",""api""]",/jobs/103742/experienced-ruby-on-rails-developer-subtext-media,2016-06-20,25,False,,0,0,US,VT,Hartford
116645,Software Development Manager,Amazon,"Jersey City, NJ",,"Quidsi Inc., is a subsidiary of Amazon and entrepreneurial parent company to Diapers.com, Soap.com,…","[""comp"",""science"",""mgmt""]",/jobs/116645/software-development-manager-amazon,2016-06-20,25,False,,0,0,US,NJ,Jersey City
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
116643,Principal Infrastructure Technologist - ThoughtWorks,ThoughtWorks,"London, UK",,At ThoughtWorks our dedication to the art of software delivery has long meant driving deeper…,"[""devops"",""cloud"",""amazon-web-services"",""python"",""docker""]",/jobs/116643/principal-infrastructure-technologist-thoughtworks,2016-06-20,25,False,,0,0,UK,,London
116641,Senior UI Developer at top notch Design Consultancy,Idean,"Austin, TX",,"We are currently looking for Sr. UI Developers to join our team in Austin, Texas.
We require you to…","[""javascript"",""sass"",""angularjs"",""reactjs""]",/jobs/116641/senior-ui-developer-at-top-notch-design-idean,2016-06-20,25,False,,0,0,US,TX,Austin
105154,Lead Software Engineer,Toast,"Boston, MA","$130,000 - 160,000

                                / 
Provides Equity","""Toast provides a flexible working environment, where everyone can work on what they want to, and also a…","[""java"",""html"",""javascript"",""amazon-web-services"",""git""]",/jobs/105154/lead-software-engineer-toast,2016-06-20,25,True,$,"130,000","160,000",US,MA,Boston
97528,Senior DevOps Engineer (m/f) - Rocket Labs,Rocket Internet SE,"Berlin, Germany",,Rocket Labs provides large scale Software as a Service (SaaS) solutions for companies across the Rocket…,"[""linux"",""puppet"",""chef""]",/jobs/97528/senior-devops-engineer-m-f-rocket-labs-rocket-internet-se,2016-06-20,25,False,,0,0,Germany,,Berlin
118868,Frontendutvecklare,Omegapoint,"Stockholm, Sweden",,Är du vår nya kollega? Omegapoint växer och nu söker vi fler ambitiösa och engagerade…,[],/jobs/118868/frontendutvecklare-omegapoint,2016-06-20,25,False,,0,0,Sweden,,Stockholm
118867,Javautvecklare,Omegapoint,"Stockholm, Sweden",,Omegapoint växer och nu söker vi fler ambitiösa och engagerade Javautvecklare som vill jobba med…,"[""java"",""agile"",""automated-tests"",""domain-driven-design""]",/jobs/118867/javautvecklare-omegapoint,2016-06-20,25,False,,0,0,Sweden,,Stockholm
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
107332,"Exciting Developer Opportunities  C#, MVC6, Agile, AngularJS, Azure)",viagogo,"London, UK","£35,000 - 75,000

                                / 
Provides Equity","Overview
The tech team at viagogo is focused on building a platform that will revolutionise the way…","["".net"",""c#"",""asp.net-mvc"",""angularjs"",""sql""]",/jobs/107332/exciting-developer-opportunities-c-sharp-mvc6-agile-viagogo,2016-06-20,25,True,£,"35,000","75,000",UK,,London
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
118863,Full-Stack Developer,BESTSELLER E-commerce,"Amsterdam, Netherlands",,"Front-end is everything in e-commerce, it’s your job to build the smoothest front-end combined with…","[""javascript"",""demandware"",""jquery"",""gruntjs"",""selenium""]",/jobs/118863/full-stack-developer-bestseller-e-commerce,2016-06-20,25,False,,0,0,Netherlands,,Amsterdam
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
114114,Teletronics needs developers.,Teletronics,"Dubai, United Arab Emirates",,"We are currently looking for developers who feel comfortable around things like Docker, angularJS, react…","[""docker"",""angularjs"",""reactjs"",""solr"",""open-source""]",/jobs/114114/teletronics-needs-developers-teletronics,2016-06-20,25,False,,0,0,United Arab Emirates,,Dubai
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
118859,.NET developer,BDO,"Eindhoven, Netherlands",,Wil jij onderdeel worden van een team dat verantwoordelijk is voor de bouw van meerdere webapplicaties?…,"[""agile"",""application"",""developer"",""software-engineering""]",/jobs/118859/net-developer-bdo,2016-06-20,25,False,,0,0,Netherlands,,Eindhoven
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
111951,Chief Technology Officer (CTO),PersianGig.com,"Tehran, Iran",Provides Equity,The CEO is seeking a highly intelligent and self-motivated Software Team Lead to work in an…,"[""windows-server-2012"",""windows-hosting"",""cloud"",""cdn""]",/jobs/111951/chief-technology-officer-cto-persiangigcom,2016-06-20,25,True,,0,0,Iran,,Tehran
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
118379,Games Server Developer(s),Digit Game Studios,"Dublin, Ireland",,"Our technology stack
We have a deep and varied tech stack in DIGIT. There’s lots to keep you…","[""python"",""linux"",""redis"",""low"",""mmo""]",/jobs/118379/games-server-developer-s-digit-game-studios,2016-06-20,25,False,,0,0,Ireland,,Dublin
94788,Senior Software Engineer (m/f),Rocket Internet SE,"Berlin, Germany",,As an Engineer at Rocket you help launching successful startup companies all over the world. Whatever…,"[""php"",""agile"",""yii"",""laravel"",""open-source""]",/jobs/94788/senior-software-engineer-m-f-rocket-internet-se,2016-06-20,25,False,,0,0,Germany,,Berlin
106867,Who you gonna call Code Busters!,Sky Betting & Gaming,"Leeds, UK",,Who you gonna call - Code Busters! - Yes help clean up our Code and make a difference to our site which…,"[""php"",""node.js"",""ruby"",""python"",""go""]",/jobs/106867/who-you-gonna-call-code-busters-sky-betting-gaming,2016-06-20,25,False,,0,0,UK,,Leeds
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
107091,Senior Java und Web Software-Entwickler,bbv Software Services AG,"München, Germany",,Die bbv Software Services gehört zu den führenden Schweizer Software- und Beratungsunternehmen. Für…,"[""html5"",""css3"",""javascript"",""java-ee"",""spring""]",/jobs/107091/senior-java-und-web-software-entwickler-bbv-software-services-ag,2016-06-20,25,False,,0,0,Germany,,München
118866,Vassa systemutvecklare,Omegapoint,"Gothenburg, Sweden",,"GÖTEBORGS VASSASTE SYSTEMUTVECKLARE INOM JAVA OCH .NET
Omegapoint i Göteborg är inne i en starkt…","["".net"",""css"",""javascript"",""tdd"",""java""]",/jobs/118866/vassa-systemutvecklare-omegapoint,2016-06-20,25,False,,0,0,Sweden,,Gothenburg
114349,QDelft zoekt een softwareontwikkelaar!,QDelft,"Delft, Netherlands",,"Ben jij een slimme, leergierige softwareontwikkelaar op HBO- of universitair niveau? En vind je het leuk…","["".net"",""asp.net"",""asp.net-mvc""]",/jobs/114349/qdelft-zoekt-een-softwareontwikkelaar-qdelft,2016-06-20,25,False,,0,0,Netherlands,,Delft
107599,Sr. UI Developer,Cvent,"Fredericton, NB, Canada",,"Responsibilities Include

Leverage the newest and ever-changing java script tools and frameworks such…","[""javascript"",""reactjs"",""angularjs"",""node.js"",""backbone.js""]",/jobs/107599/sr-ui-developer-cvent,2016-06-20,25,False,,0,0,Canada,NB,Fredericton
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria
Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
96179,Senior Data/Database Software Engineer,TripAdvisor,"Boston, MA",,The “TripAdvisor for Business” (T4B) team is responsible for areas of the business where we allow travel…,"[""java"",""javascript"",""linux"",""sql"",""postgresql""]",/jobs/96179/senior-data-database-software-engineer-tripadvisor,2016-06-20,25,False,,0,0,US,MA,Boston
96178,Software Engineer -- Personalization,TripAdvisor,"Boston, MA",,"TripAdvisor, the world’s largest travel site, is looking for dynamic, passionate and effective Software…","[""java"",""python"",""rdbms"",""bash"",""scala""]",/jobs/96178/software-engineer-personalization-tripadvisor,2016-06-20,25,False,,0,0,US,MA,Boston
96176,"Senior Software Engineer, Android Team",TripAdvisor,"Boston, MA",,"TripAdvisor, the world’s largest travel site, is looking for a talented senior software engineer in the…","[""java"",""google-play-services"",""postgresql"",""javascript"",""linux""]",/jobs/96176/senior-software-engineer-android-team-tripadvisor,2016-06-20,25,False,,0,0,US,MA,Boston
106666,Senior .NET Developer,Astra Asset Management UK Limited,"London, UK",,"Astra Asset Management are successful and rapidly expanding hedge fund and are looking for a smart,…","["".net"",""c#"",""angularjs"",""asp.net-mvc""]",/jobs/106666/senior-net-developer-astra-asset-management-uk,2016-06-20,25,False,,0,0,UK,,London
Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria
96183,"Senior Software Engineer, iOS Team",TripAdvisor,"Boston, MA",,"TripAdvisor, the world’s largest travel site, is looking for a talented senior software engineer in the…","[""ios"",""java"",""javascript"",""linux"",""tomcat""]",/jobs/96183/senior-software-engineer-ios-team-tripadvisor,2016-06-20,25,False,,0,0,US,MA,Boston
118874,Designer Sportswear,zLabels GmbH,"Berlin, Germany",,"There's no stopping us growing and we are looking for you to join our team to start immediately, in a…","[""design""]",/jobs/118874/designer-sportswear-zlabels-gmbh,2016-06-20,25,False,,0,0,Germany,,Berlin
96156,"Senior Software Engineer, Restaurants and Attractions Team",TripAdvisor,"Boston, MA",,"TripAdvisor, the world’s largest travel site, is looking for a talented senior software engineer in the…","[""ios"",""objective-c"",""java"",""javascript"",""apache""]",/jobs/96156/senior-software-engineer-restaurants-and-tripadvisor,2016-06-20,25,False,,0,0,US,MA,Boston
118873,Java Team Leader: Top 10 fastest growing IT company in Italy!,MotorK,"Milano, Italy",,"Founded in late 2010, MotorK was awarded the TechCrunch London as one of the most innovative European…","[""java"",""spring"",""hibernate"",""groovy"",""grails""]",/jobs/118873/java-team-leader-top-10-fastest-growing-it-motork,2016-06-20,25,False,,0,0,Italy,,Milano
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
118870,Site Reliability Engineer - Join us at dubizzle!,Dubizzle Middle East FZ LLC,"Dubai, United Arab Emirates",,"Site Reliability Engineers (SRE) at Dubizzle ensures that all our services are healthy, monitored,…","[""amazon-web-services"",""linux"",""python"",""puppet"",""cloud""]",/jobs/118870/site-reliability-engineer-join-us-at-dubizzle-dubizzle-middle-east-fz-llc,2016-06-20,25,False,,0,0,United Arab Emirates,,Dubai
118918,Java Software Engineer Rock Star,Varen Technologies Inc,"Fort Meade, MD",Provides Equity,Enjoy working with some of the best and brightest. Encounter new challenges and opportunities to…,"[""java"",""c"",""c++"",""linux"",""mysql""]",/jobs/118918/java-software-engineer-rock-star-varen-technologies-inc,2016-06-21,25,True,,0,0,US,MD,Fort Meade
118946,Java Software Developer,ATS Secured,"Omaha, NE",,"Join our fast-paced, growing startup in revolutionizing the mortgage industry. We’re bringing together…","[""java"",""html5"",""javascript"",""css"",""spring""]",/jobs/118946/java-software-developer-ats-secured,2016-06-21,25,False,,0,0,US,NE,Omaha
114387,Experienced Enterprise PHP Developer,"Portland Webworks, Inc.","Portland, ME",,"We are a successful Consulting company, in business for over 15 years, and have seen a significant…","[""php"",""drupal"",""mysql"",""html5"",""git""]",/jobs/114387/experienced-enterprise-php-developer-portland-webworks-inc,2016-06-21,25,False,,0,0,US,ME,Portland
118945,Quality Assurance Lead,WeCounsel Solutions,"Chattanooga, TN","$70,000 - 85,000","WeCounsel is growing! And we need you, a highly motivated, skilled Quality Assurance lead, to join our…","[""qa-testing"",""automated-software-testin"",""agile-project-management"",""automation-testing"",""software-quality-assuranc""]",/jobs/118945/quality-assurance-lead-wecounsel-solutions,2016-06-21,25,False,$,"70,000","85,000",US,TN,Chattanooga
118941,.NET Software Engineer - Renewable Energy,Device Logic Pty Ltd,"Surry Hills, Australia",,We build digital control systems for the next generation of solar thermal power plants. We're a very…,"[""c#"","".net"",""asynchronous"",""rest"",""windows""]",/jobs/118941/net-software-engineer-renewable-energy-device-logic-pty-ltd,2016-06-21,25,False,,0,0,Australia,,Surry Hills
111673,Big Data Integration Lead Developer,InvestCloud,"Los Angeles, CA","$70,000 - 120,000",You'll be working on the Integration Team to develop state-of-the-art big data platform connecting…,"[""java"",""sql"",""data-integration"",""bigdata"",""java-ee""]",/jobs/111673/big-data-integration-lead-developer-investcloud,2016-06-21,25,False,$,"70,000","120,000",US,CA,Los Angeles
118943,Senior PHP Web Developer,Cool Choices,"Madison, WI",,Develop innovative game-based platforms that empower people to be part of the climate change…,"[""html5"",""css3"",""php"",""javascript"",""jquery""]",/jobs/118943/senior-php-web-developer-cool-choices,2016-06-21,25,False,,0,0,US,WI,Madison
105287,DevOps Manager,Spokeo,"Pasadena, CA",,The DevOps manager will be in charge of managing the DevOps team at Spokeo. This role requires a strong…,"[""ruby-on-rails"",""java"",""ruby"",""perl"",""python""]",/jobs/105287/devops-manager-spokeo,2016-06-21,25,False,,0,0,US,CA,Pasadena
112052,BlackRock Java Web Developer,BlackRock,"San Francisco, CA",,"
Work with project managers, technical leads, business owners and analysts through the whole SDLC,…","[""java"",""unix"",""spring-mvc"",""java-ee"",""sql""]",/jobs/112052/blackrock-java-web-developer-blackrock,2016-06-21,25,False,,0,0,US,CA,San Francisco
85251,Linux System Administrator - Sling TV,Move Networks,"American Fork, UT",,"Summary:
Television is at an inflection point. New technologies and businesses are rapidly evolving and…","[""bash"",""python"",""video-streaming"",""sql"",""linux"",""sysadmin""]",/jobs/85251/linux-system-administrator-sling-tv-move-networks,2016-06-21,25,False,,0,0,US,UT,American Fork
114414,DevOps Engineer,"Yewno, Inc.","Redwood City, CA",,"
Develop, build, and implement a continuous integration service in our multi-platform…","[""amazon-web-services"",""docker"",""python"",""linux""]",/jobs/114414/devops-engineer-yewno-inc,2016-06-21,25,False,,0,0,US,CA,Redwood City
78891,Full Stack Senior Software Engineer - Sling TV,Move Networks,"American Fork, UT",,"Summary:
Television is at an inflection point. New technologies and businesses are rapidly evolving and…","[""python"",""c"",""c++"",""linux""]",/jobs/78891/full-stack-senior-software-engineer-sling-tv-move-networks,2016-06-21,25,False,,0,0,US,UT,American Fork
114408,Drupal Developer,Savas Labs,"Durham, NC",,"The position
We are looking to hire intermediate to senior level Drupal developers. You need to have…","[""drupal"",""mysql"",""php"",""git"",""drupal-8""]",/jobs/114408/drupal-developer-savas-labs,2016-06-21,25,False,,0,0,US,NC,Durham
114407,Drupal developer - Work Remote!,Savas Labs,"Durham, NC",,"The position
We are looking to hire intermediate to senior level Drupal developers. You need to have…","[""drupal"",""drupal-8"",""php"",""git""]",/jobs/114407/drupal-developer-work-remote-savas-labs,2016-06-21,25,False,,0,0,US,NC,Durham
114413,Product Owner - $100k,Crossover,No office location,,Do you get excited when you read Ben Horowitz’s definition of a good product owner? Do you love setting…,"["".net"",""java"",""c++"",""javascript"",""c#""]",/jobs/114413/product-owner-100k-crossover,2016-06-21,25,False,,0,0,,,No office location
104211,Backend Engineer,n.io,"Denver, CO","$90,000 - 150,000

                                / 
Provides Equity","Working on the backend team at n.io, means developing on and with a transformative software platform.…","[""python"",""node.js"",""amazon-web-services"",""websocket""]",/jobs/104211/backend-engineer-nio,2016-06-21,25,True,$,"90,000","150,000",US,CO,Denver
118940,Senior Rails Developer  -  Wine Industry (Napa Valley),ETS Laboratories,"Saint Helena, CA",,"We’re looking for an experienced developer to take ownership of our existing web application and APIs,…","[""ruby-on-rails"",""backbone.js"",""postgresql"",""soap"",""rest""]",/jobs/118940/senior-rails-developer-wine-industry-napa-ets-laboratories,2016-06-21,25,False,,0,0,US,CA,Saint Helena
112036,Senior Web Developer,Ally Financial,"Charlotte, NC",,The Application Development Manager position is a supervisory or a senior developer role with leadership…,"[""html"",""javascript"",""css"",""debugging""]",/jobs/112036/senior-web-developer-ally-financial,2016-06-21,25,False,,0,0,US,NC,Charlotte
112034,Lead Java Developer,Ally Financial,"Charlotte, NC",,The Application Development Manager position is a supervisory or a senior developer role with leadership…,"[""java""]",/jobs/112034/lead-java-developer-ally-financial,2016-06-21,25,False,,0,0,US,NC,Charlotte
114411,"Software Engineer, Web Front End",eBay,"Portland, OR",,"Looking for a company that inspires passion, courage and imagination, where you can be part of the team…","[""web"",""front"",""end""]",/jobs/114411/software-engineer-web-front-end-ebay,2016-06-21,25,False,,0,0,US,OR,Portland
