jobid,title,employer,location,salary,description,tags,url,date,weeknum,equity,currency,salary_low,salary_high,country,state,city
113204,iOS Developer: Connect fantastic TV to audiences worldwide,Magine,"Stockholm, Sweden","kr456,000 - 540,000","Why is it fun for work as a iOS developer at Magine?
We are looking for a skilled iOS developer to help…","[""ios"",""objective-c"",""swift"",""sdk"",""automated-tests""]",/jobs/113204/ios-developer-connect-fantastic-tv-to-audiences-magine,2016-06-01T07:01:01.000Z,22,False,kr,"456,000","540,000",Sweden,,Stockholm
109708,Site Reliability Engineer (m/f),Giant Swarm GmbH,"Cologne, Germany",,"You understand how systems work and tweak their behavior  to your needs?

You will design, build, and…","[""docker"",""linux"",""go"",""networking"",""security""]",/jobs/109708/site-reliability-engineer-m-f-giant-swarm-gmbh,2016-06-01T07:01:01.000Z,22,False,,0,0,Germany,,Cologne
79621,Software Engineer needed to make small business work better.,Propelware,"Lakeville, MN",,Propelware is seeking a junior to mid-level software engineer to help the company grow.  We're looking…,"[""c#"","".net"",""angularjs"",""javascript"",""sql""]",/jobs/79621/software-engineer-needed-to-make-small-business-propelware,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MN,Lakeville
113203,Fullstack JavaScript Engineer at the cutting edge of big data,Qubit,"London, UK",Provides Equity,"Senior Javascript Engineer
At Qubit, the frontend team is focused on building well engineered,…","[""javascript"",""reactjs"",""node.js"",""git""]",/jobs/113203/fullstack-javascript-engineer-at-the-cutting-edge-qubit,2016-06-01T07:01:01.000Z,22,True,,0,0,UK,,London
117764,DevOps Ninja,CMP Group,"Barcelona, Spain",,"We are looking for talented, team player DevOps Engineer experienced and passionate to join our geek…","[""docker"",""python"",""amazon-web-services"",""ansible"",""vagrant""]",/jobs/117764/devops-ninja-cmp-group,2016-06-01T07:01:01.000Z,22,False,,0,0,Spain,,Barcelona
113167,"Front End Engineer - React, Angular",Sciant,"Sofia, Bulgaria",,"We are looking for engineers seeking impactful roles as front-end developers in multiple teams, for…","[""javascript"",""reactjs"",""angularjs""]",/jobs/113167/front-end-engineer-react-angular-sciant,2016-06-01T07:01:01.000Z,22,False,,0,0,Bulgaria,,Sofia
110234,Software Developer,ID Networks,"Ashtabula, OH","$40,000 - 90,000","We have multiple openings for developers of all levels. Our desktop, web, and mobile business…","[""c#"","".net"",""vb.net"",""sql-server""]",/jobs/110234/software-developer-id-networks,2016-06-01T07:01:01.000Z,22,False,$,"40,000","90,000",US,OH,Ashtabula
113201,Android Developer: Connect fantastic TV to audiences worldwide,Magine,"Stockholm, Sweden","kr456,000 - 540,000",We are looking for a skilled Android developer to help us develop the next generation TV experience for…,"[""android"",""java"",""sdk"",""automated-tests"",""oop""]",/jobs/113201/android-developer-connect-fantastic-tv-to-magine,2016-06-01T07:01:01.000Z,22,False,kr,"456,000","540,000",Sweden,,Stockholm
117762,Senior Software Development Engineer in Test,Citizens Advice,"London, UK",,"Job description
Role: Senior Software Development Engineer in Test
Date issued: 10 May 2016
Full Time…","[""bdd"",""automated-tests""]",/jobs/117762/senior-software-development-engineer-in-test-citizens-advice,2016-06-01T07:01:01.000Z,22,False,,0,0,UK,,London
117763,Cloud Services Manager,University of Essex,"Colchester, UK","£38,896 - 46,414","IT Services 

The University of Essex is seeking a Cloud Services Manager to take primary…","[""dynamics-crm"",""sharepoint"",""perl"",""sh"",""powershell"",""sysadmin""]",/jobs/117763/cloud-services-manager-university-of-essex,2016-06-01T07:01:01.000Z,22,False,£,"38,896","46,414",UK,,Colchester
114465,QA Automation Lead,CMP Group,"Barcelona, Spain",,CMP Group is looking for a QA AUTOMATION LEAD for a High Traffic Site in a challenging and fun…,"[""java"",""continuous-integration"",""git"",""webdriver"",""automated-tests""]",/jobs/114465/qa-automation-lead-cmp-group,2016-06-01T07:01:01.000Z,22,False,,0,0,Spain,,Barcelona
50565,Timetric Python Developer,Timetric,"London, UK","£30,000 - 35,000",We’re looking for a Python developer to work on our web-based data publication platform and…,"[""python"",""django"",""solr"",""elasticsearch""]",/jobs/50565/timetric-python-developer-timetric,2016-06-01T07:01:01.000Z,22,False,£,"30,000","35,000",UK,,London
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
113193,Senior Devops engineer,Syntec,"London, UK",,Senior engineer to fulfil a Devops role to join a diverse team of smart passionate people in a fast…,"[""linux"",""voip"",""python"",""database"",""sysadmin""]",/jobs/113193/senior-devops-engineer-syntec,2016-06-01T07:01:01.000Z,22,False,,0,0,UK,,London
99567,Automation Engineer (DevOps) - AWS,REĀN Cloud Solutions,"Herndon, VA","$70,000 - 150,000","REĀN Cloud Solutions is looking for a few individuals to join a talented, senior team providing best-in…","[""amazon-web-services"",""chef"",""python"",""docker"",""devops""]",/jobs/99567/automation-engineer-devops-aws-re%C4%81n-cloud-solutions,2016-06-01T07:01:01.000Z,22,False,$,"70,000","150,000",US,VA,Herndon
117758,Full Stack Software Developer,U.S. News & World Report,"Washington, DC",,U.S. News & World Report is looking for a full stack Software Developer with an interest in building…,"[""sql"",""oracle"",""python"",""perl"",""ruby"",""sysadmin""]",/jobs/117758/full-stack-software-developer-us-news-world-report,2016-06-01T07:01:01.000Z,22,False,,0,0,US,DC,Washington
110608,Senior Software Engineer,Spreedly,"Durham, NC","$105,000 - 125,000

                                / 
Provides Equity","Spreedly is a small startup (25ish people... for now) that's growing. Our list of ""awesome functionality…","[""ruby"",""payment"",""distributed-computing"",""riak"",""elixir""]",/jobs/110608/senior-software-engineer-spreedly,2016-06-01T07:01:01.000Z,22,True,$,"105,000","125,000",US,NC,Durham
117756,Senior Technical Consultant: autonomous cloud projects from your first day,Amido,"London, UK","£70,000 - 85,000","Who we are looking for
Technical brilliance is great, but at Amido we are looking for more than that.…","[""javascript"",""html5"",""c#"",""java"",""api""]",/jobs/117756/senior-technical-consultant-autonomous-cloud-amido,2016-06-01T07:01:01.000Z,22,False,£,"70,000","85,000",UK,,London
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
117754,Web Developer - Drive Technological Advancement Impacting Patient Experience,NewYork-Presbyterian Hospital,"New York, NY",,"Bring your talents to New York’s #1-ranked hospital, where innovation is at the forefront of a better…","["".net"",""javascript"",""html5"",""node.js"",""c++""]",/jobs/117754/web-developer-drive-technological-advancement-newyork-presbyterian-hospital,2016-06-01T07:01:01.000Z,22,False,,0,0,US,NY,New York
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
105968,Want to work for ThoughtWorks? - Senior Developer,ThoughtWorks,"Manchester, UK",,We are looking for passionate developers & engineers who care about software excellence. We want people…,"[""java"",""scala"",""agile"",""ruby"",""c#""]",/jobs/105968/want-to-work-for-thoughtworks-senior-developer-thoughtworks,2016-06-01T07:01:01.000Z,22,False,,0,0,UK,,Manchester
97548,Senior Software Engineer,Craneware,"Edinburgh, UK",,Craneware is creating a new dynamic platform for its suite of healthcare applications. The new platform…,"[""c#"",""html5"",""angularjs"",""javascript"",""azure""]",/jobs/97548/senior-software-engineer-craneware,2016-06-01T07:01:01.000Z,22,False,,0,0,UK,,Edinburgh
117753,C++ Software Developer,Stevens Capital Management LP,"Radnor, PA",,"We're seeking highly driven, production-oriented developers who possess strong technical skills and the…","[""c++"",""perl"",""bash"",""sybase"",""sql-server""]",/jobs/117753/c-plus-plus-software-developer-stevens-capital-management-lp,2016-06-01T07:01:01.000Z,22,False,,0,0,US,PA,Radnor
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
117751,DevOps distributed platform engineer,Ably realtime,"London, UK","£30,000 - 40,000",We're expanding our engineering team and are looking for a passionate DevOps engineer to join us.…,"[""linux"",""ruby"",""go"",""cassandra"",""amazon-web-services""]",/jobs/117751/devops-distributed-platform-engineer-ably-realtime,2016-06-01T07:01:01.000Z,22,False,£,"30,000","40,000",UK,,London
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
115524,Mobile iOS and/or Android Developer,3D Issue LTD,"Letterkenny, Ireland","€30,000 - 45,000",We are an organically grown team with over 25 staff developing disruptive tools for the digital…,"[""java"",""objective-c"",""json"",""xml"",""xcode""]",/jobs/115524/mobile-ios-and-or-android-developer-3d-issue-ltd,2016-06-01T07:01:01.000Z,22,False,€,"30,000","45,000",Ireland,,Letterkenny
115529,Senior Software Engineer,FRISS,"Utrecht, Netherlands",,"As .Net Senior Software Engineer and member of our Development scrum team, you are responsible for our…","[""c#"",""javascript"",""durandal"",""sql-server"","".net""]",/jobs/115529/senior-software-engineer-friss,2016-06-01T07:01:01.000Z,22,False,,0,0,Netherlands,,Utrecht
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
117721,"Product Manager, Security",Square,"San Francisco, CA",,"As a Product Security Manager at Square, you will be responsible ensuring the security of Square""s…","[""security"",""software-engineering"",""product"",""design""]",/jobs/117721/product-manager-security-square,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,San Francisco
115526,Senior Front End Developer,3D Issue LTD,"Letterkenny, Ireland","€30,000 - 50,000",We are an organically grown team with over 25 staff developing disruptive tools for the digital…,"[""html5"",""javascript"",""mysql"",""css3"",""jquery""]",/jobs/115526/senior-front-end-developer-3d-issue-ltd,2016-06-01T07:01:01.000Z,22,False,€,"30,000","50,000",Ireland,,Letterkenny
115328,.Net Developer wanted to turbocharge a traffic violation system up to R40k pm,Methys,"Cape Town, South Africa",,"Market related salary, R30k - R40k per month.
Be part of team improving tech that helps to drive our…","[""c#"",""asp.net-mvc"",""sql-server"",""ajax"",""javascript""]",/jobs/115328/net-developer-wanted-to-turbocharge-a-traffic-methys,2016-06-01T07:01:01.000Z,22,False,,0,0,South Africa,,Cape Town
115522,Ruby Software Developer,Fonix Mobile,"London, UK",,We are looking for a Ruby developer to work across a range of new and existing products. You will be…,"[""ruby"",""ruby-on-rails"",""jquery"",""erlang"",""amazon-web-services""]",/jobs/115522/ruby-software-developer-fonix-mobile,2016-06-01T07:01:01.000Z,22,False,,0,0,UK,,London
104234,Full Stack Developer,Squla,"Amsterdam, Netherlands",,"Does the idea of making the world a better place appeal to you?
More specifically, do you find it…","[""python"",""php"",""java"",""javascript"",""amazon-web-services""]",/jobs/104234/full-stack-developer-squla,2016-06-01T07:01:01.000Z,22,False,,0,0,Netherlands,,Amsterdam
115451,Software Engineer (London),Seedrs,"London, UK","£50,000 - 75,000

                                / 
Provides Equity","
Architect, design, build and maintain the Seedrs web platform
Participate in all phases of an Agile…","[""ruby-on-rails"",""cucumber"",""rspec"",""chef""]",/jobs/115451/software-engineer-london-seedrs,2016-06-01T07:01:01.000Z,22,True,£,"50,000","75,000",UK,,London
104233,Front-end Ninja,Squla,"Amsterdam, Netherlands",,"Are you an enthusiastic web developer with a flair for UX?

You have an uncanny ability to create…","[""wordpress"",""php"",""javascript"",""css"",""html""]",/jobs/104233/front-end-ninja-squla,2016-06-01T07:01:01.000Z,22,False,,0,0,Netherlands,,Amsterdam
117720,Software Developer,Modiseh,"Tehran, Iran",,We are looking for a proactive and talented Senior Software Developer with C# experience to join our…,"[""c#""]",/jobs/117720/software-developer-modiseh,2016-06-01T07:01:01.000Z,22,False,,0,0,Iran,,Tehran
115462,DevOps Engineer,Seedrs,"Lisbon, Portugal","€22,000 - 36,000

                                / 
Provides Equity","
Maintain a flawless deployment, test and monitoring process.
Improve our internal processes by…","[""ruby-on-rails"",""chef"",""docker""]",/jobs/115462/devops-engineer-seedrs,2016-06-01T07:01:01.000Z,22,True,€,"22,000","36,000",Portugal,,Lisbon
115459,Software Engineer (Lisbon),Seedrs,"Lisbon, Portugal","€22,000 - 36,000

                                / 
Provides Equity","
Architect, design, build, and maintain the Seedrs web platform.
Participate in all phases of an Agile…","[""ruby-on-rails"",""cucumber"",""frontend"",""javascript""]",/jobs/115459/software-engineer-lisbon-seedrs,2016-06-01T07:01:01.000Z,22,True,€,"22,000","36,000",Portugal,,Lisbon
113141,Software Engineer: Front-end,Postmates Inc.,"San Francisco, CA","$120,000 - 170,000

                                / 
Provides Equity",Postmates runs one of the largest real-time delivery fleets in the country. Building a software platform…,"[""javascript"",""css3"",""html5"",""jquery"",""reactjs""]",/jobs/113141/software-engineer-front-end-postmates-inc,2016-06-01T07:01:01.000Z,22,True,$,"120,000","170,000",US,CA,San Francisco
105933,JavaScript Engineer,Mendix,"Rotterdam, ZH, Netherlands","€50,000 - 71,000","In JavaScript terms, Mendix is a SPA building platform. Our team is responsible for the plumbing of its…","[""javascript"",""reactive-programming"",""node.js"",""typescript"",""scala""]",/jobs/105933/javascript-engineer-mendix,2016-06-01T07:01:01.000Z,22,False,€,"50,000","71,000",Netherlands,ZH,Rotterdam
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
110668,Programista Java,Polkomtel,"Warsaw, Poland",,"Programista Java
Nr Ref.: W/ISJAV
Twoje zadania

Rozwój systemów informatycznych
Zapewnienie…","[""java"",""java-ee"",""spring"",""hibernate"",""jpa""]",/jobs/110668/programista-java-polkomtel,2016-06-01T07:01:01.000Z,22,False,,0,0,Poland,,Warsaw
Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria
117732,Full Stack Java -kehittäjiä,HiQ Finland Oy,"Espoo, Finland",,"HiQ Finlandin rennossa, mutta työhön intohimoisesti suhtautuvassa porukassa on töitä tarjolla taitaville…","[""java-ee"",""web-services"",""javascript"",""xml"",""soa""]",/jobs/117732/full-stack-java-kehitt%C3%A4ji%C3%A4-hiq-finland-oy,2016-06-01T07:01:01.000Z,22,False,,0,0,Finland,,Espoo
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
117730,Advanced Analytics Trainer Job in Microsoft,Microsoft India (R&D),"Hyderabad, India",,We have an urgent opening for Advanced analytics trainer position based in Microsoft R&D Hyderabad . If…,"[""hadoop"",""big-data"",""machine-learning"",""corporate-trainer""]",/jobs/117730/advanced-analytics-trainer-job-in-microsoft-microsoft-india-r-d,2016-06-01T07:01:01.000Z,22,False,,0,0,India,,Hyderabad
117729,Software Engineer 3,Comcast,"Denver, CO",,Engineering and Platform Services helps drive the new generation of products that are transforming…,"[""javascript"",""video"",""android""]",/jobs/117729/software-engineer-3-comcast,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CO,Denver
117728,Software Engineer 3,Comcast,"Centennial, CO",,Engineering and Platform Services helps drive the new generation of products that are transforming…,"[""javascript"",""video"",""android""]",/jobs/117728/software-engineer-3-comcast,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CO,Centennial
Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland
Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland
117761,C++ Software Engineer,"EyeVerify, Inc.","Kansas City, MO",,EyeVerify is looking for a software engineer to help advance and expand our mobile Eyeprint biometric…,"[""c++"",""java"",""ios""]",/jobs/117761/c-plus-plus-software-engineer-eyeverify-inc,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MO,Kansas City
113199,"Software Development Engineer, Rooftop Media",Audible,"San Francisco, CA",,"About Audible:
Audible, Inc. is the world’s largest seller and producer of spoken audio entertainment,…","[""java"",""web"",""application""]",/jobs/113199/software-development-engineer-rooftop-media-audible,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,San Francisco
113198,Software Development Engineer,Amazon,"Seattle, WA",,"Establishing and maintaining electronic connectivity between vendors, transportation carriers, sellers,…","[""c++"",""java"",""database""]",/jobs/113198/software-development-engineer-amazon,2016-06-01T07:01:01.000Z,22,False,,0,0,US,WA,Seattle
113197,Software Development Engineer,Amazon,"Toronto, ON, Canada",,"As a Software Development Engineer in this team, you will be completely responsible for the design,…","[""computer"",""science"",""java""]",/jobs/113197/software-development-engineer-amazon,2016-06-01T07:01:01.000Z,22,False,,0,0,Canada,ON,Toronto
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
113184,Front-End Developer - Amsterdam,Docler Holding,"Amsterdam, Netherlands",,"We are a Live video streaming development company, our main product is http://livejasmin.com with 35…","[""javascript"",""haxe"",""flash"",""node.js"",""java""]",/jobs/113184/front-end-developer-amsterdam-docler-holding,2016-06-01T07:01:01.000Z,22,False,,0,0,Netherlands,,Amsterdam
108776,QA Engineer,"EyeVerify, Inc.","Kansas City, MO",,"EyeVerify is looking for a quality assurance engineer to help test, automate, and build on QA processes…",[],/jobs/108776/qa-engineer-eyeverify-inc,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MO,Kansas City
117760,Junior Manager Supply Chain Integration,Zalando SE,"Berlin, Germany",,In this challenging position you will be responsible to provide transparency on the status of POs at…,"[""supply-chain#""]",/jobs/117760/junior-manager-supply-chain-integration-zalando-se,2016-06-01T07:01:01.000Z,22,False,,0,0,Germany,,Berlin
113189,PHP Developer - Amsterdam,Docler Holding,"Amsterdam, Netherlands",," We are a Live video streaming development company, our main product is http://livejasmin.com with 35…","[""php"",""oop"",""mysql""]",/jobs/113189/php-developer-amsterdam-docler-holding,2016-06-01T07:01:01.000Z,22,False,,0,0,Netherlands,,Amsterdam
113194,Client Engineer/Jr JavaScript Engineer,Qubit,"London, UK",,"Qubit: Cutting Edge Big Data Engineering
Qubit’s London office is growing and winning clients, and we…","[""javascript"",""jquery"",""ajax"",""css3"",""html5""]",/jobs/113194/client-engineer-jr-javascript-engineer-qubit,2016-06-01T07:01:01.000Z,22,False,,0,0,UK,,London
117759,Senior Frontend Software Engineer (m/f) - Rocket Internet Company,Rocket Internet SE,"Berlin, Germany",,"About your new role
As a Sr Frontend Software Developer in one of our companies, you will help to…","[""javascript"",""html5"",""css3"",""php"",""oop""]",/jobs/117759/senior-frontend-software-engineer-m-f-rocket-rocket-internet-se,2016-06-01T07:01:01.000Z,22,False,,0,0,Germany,,Berlin
113190,SW Engineer For The Security Modules Team,Intel,"Haifa, Israel",,The Security Modules team is looking for Software Engineers for a variety of exciting software projects…,"[""c"",""c++"",""security""]",/jobs/113190/sw-engineer-for-the-security-modules-team-intel,2016-06-01T07:01:01.000Z,22,False,,0,0,Israel,,Haifa
81817,Perl Developer,Booking.com,"Amsterdam, Netherlands",,"Booking.com BV (the company behind Booking.com™, the market leading online hotel reservation service in…","[""perl"",""unix"",""open-source"",""puppet"",""memcached""]",/jobs/81817/perl-developer-bookingcom,2016-06-01T07:01:01.000Z,22,False,,0,0,Netherlands,,Amsterdam
53076,iOS Developer,Booking.com,"Amsterdam, NH, Netherlands",,"Booking.com BV (the company behind Booking.com™, the market leading online hotel reservation service in…","[""ios"",""cocoa"",""objective-c"",""xcode"",""sdk""]",/jobs/53076/ios-developer-bookingcom,2016-06-01T07:01:01.000Z,22,False,,0,0,US,NH,Amsterdam
116111,"Software Engineer - Cardiovascular Modeling at St Thomas' Hospital, London",King's College London,"London, UK","£34,923 - 41,219",The purpose of the role is to fulfill the software engineering tasks of the patient-specific blood flow…,"[""c++"",""qt"",""itk"",""vtk"",""python""]",/jobs/116111/software-engineer-cardiovascular-modeling-at-st-kings-college-london,2016-06-01T07:01:01.000Z,22,False,£,"34,923","41,219",UK,,London
117686,Angular 2 Dev - Small Team - South America or Europe,Custody X Change Inc.,No office location,,I'm hiring an experienced Angular developer who will have a big impact in my tiny company. My company…,"[""angular2"",""node.js"",""javascript"",""angularjs"",""ecmascript-6""]",/jobs/117686/angular-2-dev-small-team-south-america-or-custody-x-change-inc,2016-06-01T07:01:01.000Z,22,False,,0,0,,,No office location
117749,Node + Go Distributed Systems Engineer,Ably realtime,"London, UK","£35,000 - 65,000

                                / 
Provides Equity",We're expanding our engineering team and are looking for a passionate DevOps engineer to join us.…,"[""node.js"",""go"",""linux"",""cassandra""]",/jobs/117749/node-plus-go-distributed-systems-engineer-ably-realtime,2016-06-01T07:01:01.000Z,22,True,£,"35,000","65,000",UK,,London
117748,Full Stack Software Developer/Team Lead,U.S. News & World Report,"Washington, DC",,U.S. News & World Report is looking for a full stack Software Developer / Technical Lead with an…,"[""postgresql"",""oracle"",""mysql"",""sql"",""sysadmin""]",/jobs/117748/full-stack-software-developer-team-lead-us-news-world-report,2016-06-01T07:01:01.000Z,22,False,,0,0,US,DC,Washington
117747,Front End Developer,U.S. News & World Report,"Washington, DC",,U.S. News & World Report is looking for a front-end developer with significant client side scripting…,"[""javascript"",""html"",""css"",""python"",""java""]",/jobs/117747/front-end-developer-us-news-world-report,2016-06-01T07:01:01.000Z,22,False,,0,0,US,DC,Washington
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
113183,Ervaren Software Designer,Technolution B.V.,"Gouda, Netherlands",,Ben jij slim genoeg om een simpele oplossing te vinden voor een complexe vraag? Wij willen uitbreiden…,"[""java"",""hibernate"",""gradle"",""subversion"",""git""]",/jobs/113183/ervaren-software-designer-technolution-bv,2016-06-01T07:01:01.000Z,22,False,,0,0,Netherlands,,Gouda
117746,DevOps Engineer,Intel Corporation,"Cork, Ireland",,Basic Function and Scope of the Position  * You will be part of a global team that is responsible for…,"[""git""]",/jobs/117746/devops-engineer-intel-corporation,2016-06-01T07:01:01.000Z,22,False,,0,0,Ireland,,Cork
112443,Développeur FRONT  H/F,SFEIR,"Neuilly-sur-Seine, France","€30,000 - 50,000","Es-tu prêt à sortir de ta zone de confort et à relever de nouveaux défis ?
Es-tu à l’aise dans le…","[""angularjs"",""reactjs"",""node.js"",""backbone.js"",""javascript""]",/jobs/112443/d%C3%A9veloppeur-front-h-f-sfeir,2016-06-01T07:01:01.000Z,22,False,€,"30,000","50,000",France,,Neuilly-sur-Seine
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
112953,Step up to the next level - Developer in QA,QMetric,"London, UK","£40,000 - 65,000","Join our development team and learn, contribute and grow our successful business?
Who will you be…","[""java"",""selenium"",""jenkins"",""cucumber"",""junit""]",/jobs/112953/step-up-to-the-next-level-developer-in-qa-qmetric,2016-06-01T07:01:01.000Z,22,False,£,"40,000","65,000",UK,,London
105843,Hybris Developer,Accenture,"Almere, Netherlands",,As a Hybris Developer you will be Java programmer of complex Hybris solutions for large international…,"[""hybris"",""java"",""spring-mvc"",""spring-integration"",""spring-security""]",/jobs/105843/hybris-developer-accenture,2016-06-01T07:01:01.000Z,22,False,,0,0,Netherlands,,Almere
115517,Head of Technology,British Sky Broadcasting,"Greater London, UK",,"Head of TechnologyJob Purpose:To manage 3 delivery managers how each manage several scrums, within the…","[""java""]",/jobs/115517/head-of-technology-british-sky-broadcasting,2016-06-01T07:01:01.000Z,22,False,,0,0,UK,,Greater London
105842,Java Developer,Accenture,"Almere, Netherlands",,Wil jij als Java developer graag een volgende stap maken in je carrière: een team van ontwikkelaars…,"[""java"",""jee"",""hibernate"",""spring"",""ejb3""]",/jobs/105842/java-developer-accenture,2016-06-01T07:01:01.000Z,22,False,,0,0,Netherlands,,Almere
Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
112944,Full-Stack Django / Python Web Developer,SignaSure,"Albuquerque, NM",Provides Equity,SignaSure is a fast-growing SaaS company building next-generation eSignature software. We are looking…,"[""python"",""django"",""javascript"",""jquery""]",/jobs/112944/full-stack-django-python-web-developer-signasure,2016-06-01T07:01:01.000Z,22,True,,0,0,US,NM,Albuquerque
112921,Startup Leader & .NET Dev for Green-field Venture,Connect Develop,"Newstead, Australia","$90,000 - 110,000","Work at a solid start-up. Work on green-field, investor-backed web and mobile applications.
You'll be…","[""asp.net"",""c#"",""domain-driven-design"",""cqrs"",""get-event-store""]",/jobs/112921/startup-leader-net-dev-for-green-field-venture-connect-develop,2016-06-01T07:01:01.000Z,22,False,$,"90,000","110,000",Australia,,Newstead
115490,Support Engineer,Scrapinghub,"Cork, Ireland",,"The Support Team at Scrapinghub are responsible for providing customer support across all our platforms,…","[""python"",""scrapy"",""linux"",""web-crawler""]",/jobs/115490/support-engineer-scrapinghub,2016-06-01T07:01:01.000Z,22,False,,0,0,Ireland,,Cork
108673,Data Platform Engineer,Earnest,"San Francisco, CA",Provides Equity,"The Role:
We’re looking for an experienced Platform Engineer to implement the next generation of our…","[""node.js"",""amazon-web-services"",""amazon-redshift""]",/jobs/108673/data-platform-engineer-earnest,2016-06-01T07:01:01.000Z,22,True,,0,0,US,CA,San Francisco
114828,CTO,Wikimedia Foundation,"San Francisco, CA",,The Wikimedia Foundation is looking for a Chief Technology Officer (CTO) to join our executive team. As…,"[""varnish"",""apache"",""mysql"",""python"",""hadoop""]",/jobs/114828/cto-wikimedia-foundation,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,San Francisco
115507,Product Designer,New Relic,"Portland, OR",,"New RelicProduct DesignerPortland, OR
Are you excited about designing intuitive interfaces for…",[],/jobs/115507/product-designer-new-relic,2016-06-01T07:01:01.000Z,22,False,,0,0,US,OR,Portland
110626,Software Engineer C++ - $30K,Crossover,No office location,,"Ready to make $30,000 USD while working for a fortune 500 company from the comfort of your home? Eager…","[""c++"",""rest"",""my-sql"",""akamai"","".net""]",/jobs/110626/software-engineer-c-plus-plus-30k-crossover,2016-06-01T07:01:01.000Z,22,False,,0,0,,,No office location
113142,Java Developer - NoSQL - Catalog Team,StubHub,"San Francisco, CA",,"Software Engineer for Catalog Team to design and support Global Expansion.
Software Engineer - Catalog…","[""java"",""nosql"",""java-ee"",""spring"",""sql""]",/jobs/113142/java-developer-nosql-catalog-team-stubhub,2016-06-01T07:01:01.000Z,22,False,,0,0,US,CA,San Francisco
115595,Intermediate C# .Net Developer (101732),UPS Information Services,"Lutherville-Timonium, MD",,"JOB DESCRIPTION:
Intermediate Applications Developer
Are you looking to advance your Information…","[""c#"","".net""]",/jobs/115595/intermediate-c-sharp-net-developer-101732-ups-information-services,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MD,Lutherville-Timonium
115594,Sr. Application Specialist,CareFirst BlueCross BlueShield,"Owings Mills, MD",,"Development and/or modification of procedures, programs or hardware to solve business systems problems,…","[""java"",""javascript"",""angularjs"",""python"",""django""]",/jobs/115594/sr-application-specialist-carefirst-bluecross-blueshield,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MD,Owings Mills
115592,Lead Application Specialist,CareFirst BlueCross BlueShield,"Owings Mills, MD",,"Development and/or modification of procedures, programs or hardware to solve business systems problems,…","[""python"",""javascript"",""java"",""angularjs"",""django""]",/jobs/115592/lead-application-specialist-carefirst-bluecross-blueshield,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MD,Owings Mills
105898,Remote Senior Software Engineer,"Pulse8, Inc.","Annapolis, MD",,Pulse8 is seeking a talented Senior Software Engineer to help us solve many of today’s complex…,"[""sql"",""asp.netmvc"",""c#"",""agile"",""rest""]",/jobs/105898/remote-senior-software-engineer-pulse8-inc,2016-06-01T07:01:01.000Z,22,False,,0,0,US,MD,Annapolis
